,Crime_Type,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Public_Complaints,Location,Ride_Duration_Minutes,Ride_Fare_INR,Ride_Surge_Pricing_Factor,Driver_Rating,Ride_Cancellation_Status,Weather_Temperature_C,Weather_Visibility_KM,Weather_Humidity_%,Weather_Wind_Speed_KMH,Weather_Condition,Road_Accidents_Reported,Nearby_CCTV_Cameras,Time_of_Day,Num_Police_Stations_Nearby
2932,Assault,8.0,8,1,1,9,Colaba,112,735.6387902076735,2.0,4.2,Completed,28.37962934925649,1.9552995799160795,42,39,Foggy,3,6,Morning,2
2933,Burglary,1.0,24,1,1,9,Colaba,108,778.9335022889328,1.0,2.1,Completed,26.42033173523232,0.8984756217805006,64,47,Foggy,2,4,Morning,3
2934,Assault,1.0,22,1,1,8,Dwarka,18,1001.7977980090316,1.2,4.3,Completed,39.87884504085683,7.22635687180817,70,40,Rainy,1,8,Evening,0
2935,Fraud,6.0,40,0,0,7,Connaught Place,30,1060.326690284281,1.2,2.4,Completed,27.490193038062827,6.354058967009755,95,19,Rainy,1,4,Evening,2
2936,Theft,1.0,39,1,1,3,Lajpat Nagar,50,1464.770853096819,1.5,1.5,Completed,33.3746097077166,3.476294645055117,60,41,Cloudy,1,5,Morning,2
2937,Burglary,4.0,49,0,1,6,Dadar,105,1156.0290696504976,1.5,3.4,Completed,10.681923155206327,3.154274575891605,30,47,Cloudy,2,1,Morning,1
2938,Assault,6.0,21,1,1,9,Bandra,62,1047.306774789362,2.0,4.6,Cancelled,32.83590555984903,8.744634858394761,30,21,Cloudy,1,0,Night,4
2939,Theft,1.0,43,1,1,0,Connaught Place,78,619.0653816995344,1.2,1.7,Completed,18.433310023283816,3.5525529648065723,98,12,Rainy,0,7,Night,4
2940,Harassment,9.0,26,1,1,9,Bandra,34,220.8216935065057,1.5,1.1,Completed,40.3404012069696,6.1333686918505474,45,17,Rainy,2,8,Afternoon,0
2941,Assault,4.0,10,1,1,5,Saket,90,135.24320819621897,1.2,4.5,Completed,36.30439659941296,4.5409457036875445,48,20,Sunny,1,5,Night,4
2942,Theft,9.0,13,0,1,7,Juhu,60,742.6428299714598,2.0,3.8,Completed,13.82504148992386,5.510504977045195,45,9,Cloudy,2,2,Evening,4
2943,Fraud,9.0,42,0,1,4,Andheri,98,1018.9722333095284,2.0,4.2,Cancelled,13.621506125603524,8.937478276749864,42,28,Cloudy,4,8,Night,3
2944,Harassment,6.0,53,1,1,0,Karol Bagh,36,,2.0,1.2,Completed,20.254940057830037,4.752905803320466,94,30,Rainy,0,0,Evening,0
2945,Fraud,7.0,58,1,1,6,Bandra,82,1431.6490592539212,2.0,4.6,Cancelled,14.401725829420675,8.34170450503115,23,23,Foggy,2,5,Night,0
2946,Theft,1.0,14,1,1,1,Colaba,27,604.5234612013928,1.2,2.7,Cancelled,35.91147657778495,6.220859434752073,93,7,Cloudy,0,6,Night,4
2947,Fraud,5.0,9,1,1,0,Saket,21,960.2865291974236,2.0,4.6,Completed,44.53857739934471,3.953469379445005,80,12,Sunny,3,1,Evening,4
2948,Theft,3.0,7,0,1,3,Dadar,104,1337.4170417263551,1.2,1.3,Completed,32.9339856427572,0.7361676385721143,52,30,Sunny,1,4,Evening,4
2949,Theft,10.0,39,1,1,7,Connaught Place,97,,1.0,4.5,Cancelled,18.71663434131937,6.8406494163785085,74,44,Cloudy,3,8,Morning,2
2950,Fraud,10.0,58,1,1,4,Bandra,28,742.7275716334942,2.0,3.7,Completed,29.74953371022073,7.117134170021656,87,35,Rainy,3,2,Night,0
2951,Theft,6.0,31,1,0,9,Connaught Place,51,1388.3106990707777,1.0,3.2,Completed,38.19771950131954,9.93304880606397,27,33,Rainy,3,5,Afternoon,2
2952,Assault,4.0,50,1,1,0,Karol Bagh,15,847.8508318936648,1.5,1.2,Completed,43.67726055708732,7.254848591838141,40,35,Cloudy,2,2,Afternoon,4
2953,Theft,,16,1,1,0,Juhu,45,1209.4344104843835,2.0,3.8,Completed,10.177510817740904,8.287525699150596,79,23,Sunny,0,7,Evening,4
2954,Burglary,7.0,8,1,0,6,Andheri,19,1406.6545625230178,1.2,3.4,Cancelled,28.32916019731977,2.089483335558203,35,24,Foggy,1,1,Morning,0
2955,Theft,4.0,48,1,1,5,Dwarka,90,878.034155906203,1.5,3.9,Completed,25.862499763048152,7.747910215366927,65,49,Foggy,2,3,Morning,3
2956,Burglary,6.0,51,0,1,9,Andheri,95,208.32110504188813,2.0,3.9,Completed,24.50724542138168,3.843853795472961,85,26,Cloudy,1,7,Morning,3
2957,Theft,2.0,15,1,0,0,Dadar,56,1241.4649329728636,1.0,2.8,Completed,27.634319721347183,9.809993044461455,42,33,Cloudy,0,9,Morning,0
2958,Theft,3.0,25,0,1,8,Bandra,38,1235.7841398246403,1.5,1.8,Completed,24.12271076361781,4.791472991884712,53,49,Foggy,3,6,Evening,0
2959,Fraud,7.0,47,1,1,4,Connaught Place,64,216.7285317980973,1.2,4.7,Completed,22.040542584973217,4.915965880232243,83,15,Rainy,4,2,Morning,2
2960,Assault,4.0,38,1,0,0,Connaught Place,61,844.7713198425635,1.2,4.7,Cancelled,14.018271646365042,5.226484653554653,83,5,Cloudy,1,9,Evening,3
2961,Assault,10.0,41,1,1,6,Karol Bagh,37,756.2741714058704,1.0,1.8,Completed,27.494596097278343,3.4238868012481847,47,13,Foggy,2,4,Morning,1
2962,Harassment,7.0,15,1,1,2,Andheri,25,1278.3862524242732,1.2,3.5,Completed,38.7367995334556,4.106395304663223,24,22,Foggy,3,1,Night,2
2963,Fraud,9.0,25,1,1,1,Andheri,28,448.2103570636141,2.0,1.8,Completed,13.665631602310352,4.227105768218117,54,5,Cloudy,1,7,Evening,1
2964,Fraud,5.0,7,1,1,5,Dwarka,24,668.1026770147013,1.5,4.4,Completed,35.84719759837975,5.373213568656636,28,9,Sunny,2,0,Night,1
2965,Assault,1.0,26,1,1,9,Saket,117,926.947014871744,2.0,1.4,Completed,19.37181414765002,1.8422179777242595,57,16,Cloudy,1,4,Morning,0
2966,Fraud,5.0,8,0,1,1,Bandra,72,800.0055293294765,1.2,5.0,Completed,,6.176664797146501,60,32,Rainy,4,1,Night,3
2967,Assault,6.0,18,1,0,5,Colaba,105,1434.7996983056505,1.0,3.4,Completed,44.582964599138,5.620681845302763,79,28,Cloudy,2,1,Night,3
2968,Fraud,2.0,21,1,1,7,Bandra,105,1442.9531252125498,2.0,1.1,Completed,,9.83143109111756,26,41,Foggy,2,0,Evening,4
2969,Theft,,16,1,1,5,Andheri,64,168.28011163738415,1.2,4.5,Completed,35.168931189790456,8.807136955758343,81,34,Foggy,2,9,Evening,2
2970,Assault,,47,0,1,9,Connaught Place,50,,1.0,3.7,Completed,31.0836827661088,4.893752389365715,45,23,Rainy,0,8,Morning,2
2971,Assault,9.0,3,1,1,2,Colaba,37,60.925482781777625,2.0,3.8,Completed,21.28272239649575,7.131760535326953,97,43,Cloudy,1,4,Morning,0
2972,Burglary,2.0,1,0,0,7,Juhu,35,655.8975053317905,1.2,2.1,Cancelled,33.629055915721594,6.728335413567149,58,44,Foggy,0,2,Evening,3
2973,Fraud,3.0,13,1,0,2,Lajpat Nagar,38,1010.1016266778406,1.0,2.3,Completed,26.00439127856217,2.731072359369074,49,25,Cloudy,1,6,Afternoon,0
2974,Fraud,,54,1,1,1,Connaught Place,26,733.3629325745042,1.0,4.7,Completed,39.12289810063717,3.6631548387152137,93,27,Sunny,4,6,Morning,2
2975,Assault,,32,1,1,2,Dadar,110,147.4137166622079,2.0,3.5,Completed,29.98700059844079,0.8175061015504728,21,7,Foggy,1,7,Evening,4
2976,Theft,1.0,12,1,1,4,Saket,34,334.1365443753812,2.0,1.1,Completed,36.99326003839653,1.4093357231179182,57,13,Foggy,3,0,Afternoon,0
2977,Theft,4.0,31,1,1,7,Dadar,9,301.27245503564734,1.2,2.3,Completed,39.6977837834762,3.4416569852753383,88,18,Foggy,4,6,Evening,0
2978,Theft,,41,1,1,9,Colaba,45,791.1360201504393,1.5,3.4,Completed,38.73918741274409,7.891955068553204,89,35,Sunny,2,2,Night,2
2979,Fraud,3.0,2,0,1,0,Karol Bagh,49,1032.6360228271944,2.0,1.6,Completed,24.07375430013329,7.29925396003886,47,10,Cloudy,2,8,Afternoon,3
2980,Burglary,1.0,41,1,1,5,Lajpat Nagar,91,508.6718635683967,2.0,1.4,Completed,22.906480153949616,9.660246417054529,34,5,Sunny,4,9,Morning,2
2981,Assault,3.0,8,1,1,8,Colaba,65,239.16709329827157,1.0,1.2,Completed,40.417364408348426,3.982119764122271,48,15,Foggy,0,1,Night,4
2982,Harassment,9.0,59,1,0,7,Saket,17,1207.966589705225,1.2,3.5,Cancelled,15.008505552409384,3.757230782180361,49,48,Foggy,2,3,Afternoon,3
2983,Burglary,2.0,25,1,1,1,Bandra,13,1294.6246633830935,1.5,2.3,Completed,19.779132314064288,1.4780359780191454,63,25,Foggy,1,9,Afternoon,4
2984,Harassment,1.0,5,0,1,7,Colaba,82,450.9079094948885,1.5,2.5,Cancelled,14.235333818569744,7.982454401434287,54,22,Sunny,2,1,Afternoon,2
2985,Burglary,7.0,45,1,1,5,Andheri,85,660.0841684237512,2.0,1.2,Completed,11.47319648607558,2.071566924384258,45,28,Sunny,2,9,Night,3
2986,Theft,7.0,2,1,0,4,Karol Bagh,39,168.80009880837486,1.5,4.0,Completed,31.555137003226,9.557069600789504,92,10,Cloudy,1,3,Morning,2
2987,Fraud,5.0,42,0,1,1,Dadar,22,,1.5,4.1,Completed,41.52731906125089,3.5000061210619875,72,38,Cloudy,2,4,Morning,0
2988,Harassment,2.0,58,1,1,1,Dadar,16,1162.150548172767,1.0,4.3,Cancelled,14.529560228189103,6.649006788033179,72,12,Rainy,1,2,Afternoon,0
2989,Burglary,1.0,38,0,1,5,Andheri,45,579.5369399309353,1.0,3.6,Completed,37.84981589507204,4.779241263779924,26,21,Foggy,2,7,Evening,3
2990,Fraud,5.0,39,1,1,1,Lajpat Nagar,20,926.8037848325408,1.0,4.1,Completed,23.276896852816847,2.629502350794559,32,35,Cloudy,3,3,Afternoon,3
2991,Harassment,10.0,3,1,1,0,Dadar,98,1421.9674965557615,2.0,3.3,Completed,31.634862030020567,4.83198354517568,80,34,Foggy,1,2,Afternoon,4
2992,Assault,4.0,46,1,0,4,Bandra,17,1099.274876440587,1.5,3.0,Completed,36.730960457320855,3.596568198092401,60,48,Sunny,2,8,Evening,2
2993,Burglary,9.0,48,1,1,6,Bandra,22,707.5056676899424,1.0,2.0,Completed,34.85278649237563,6.4418187734634405,68,34,Rainy,0,3,Morning,4
2994,Assault,5.0,38,1,1,4,Dwarka,80,581.9764500303719,1.2,1.2,Completed,14.784638320030894,5.736280226586261,60,6,Foggy,3,1,Evening,2
2995,Theft,10.0,22,1,0,2,Bandra,102,326.2641716934001,1.5,2.2,Cancelled,14.038503249698714,1.2856605077219485,43,33,Foggy,3,4,Night,1
2996,Assault,2.0,40,1,1,1,Colaba,55,1146.4031058218357,1.2,3.7,Cancelled,42.34676799550403,1.1853525855010414,49,20,Cloudy,0,8,Afternoon,4
2997,Assault,4.0,33,0,1,2,Karol Bagh,37,2130.1656778133424,1.5,4.7,Completed,12.781490251195123,9.669777878754182,20,9,Rainy,3,8,Night,3
2998,Burglary,9.0,52,0,1,5,Connaught Place,74,139.02085104931865,1.2,2.0,Completed,17.64398923095263,3.364208950684239,43,10,Rainy,1,9,Afternoon,0
2999,Theft,8.0,32,0,1,7,Colaba,86,202.00157913288655,1.2,3.7,Completed,25.34216025798097,1.3601531233218975,39,22,Sunny,3,1,Evening,2
3000,Assault,3.0,47,1,1,5,Dadar,71,402.212810953857,2.0,2.9,Completed,38.73538852759388,2.227466328280181,73,17,Sunny,4,0,Night,4
3001,Fraud,8.0,17,1,0,8,Andheri,58,959.328951561574,1.2,3.5,Completed,31.09190849261526,1.9675854533264336,27,39,Foggy,2,6,Night,2
3002,Harassment,2.0,56,1,1,8,Lajpat Nagar,10,1298.9286933398637,1.0,1.0,Completed,,2.494060953023076,87,8,Cloudy,3,1,Night,4
3003,Assault,3.0,18,0,1,2,Saket,40,1489.3024844385973,1.0,1.5,Completed,34.21841943415012,0.9453401235494912,52,12,Rainy,2,5,Night,3
3004,Theft,5.0,56,0,1,6,Andheri,117,1110.6520143245473,1.5,1.9,Completed,38.07554886450521,2.378095180123342,79,37,Cloudy,2,9,Morning,1
3005,Assault,10.0,3,1,1,7,Lajpat Nagar,59,261.6667887368995,1.0,4.6,Completed,18.13828692973692,9.442841478425546,97,15,Rainy,1,9,Afternoon,4
3006,Harassment,,56,0,1,2,Andheri,54,452.6718992877607,2.0,1.2,Completed,10.66154840415312,5.934450345391386,20,11,Sunny,1,2,Morning,2
3007,Theft,8.0,6,1,1,4,Colaba,90,241.38077919638664,1.0,3.3,Completed,14.451901131998486,3.589992974371703,41,29,Foggy,3,3,Morning,4
3008,Burglary,1.0,49,1,0,2,Dwarka,75,217.5500831949868,2.0,4.7,Completed,15.780738722706063,8.000395446322608,23,23,Rainy,4,3,Night,4
3009,Theft,4.0,55,1,1,6,Dadar,98,873.212340385005,1.0,3.6,Completed,11.40080633750486,9.010551207890533,71,7,Foggy,4,2,Afternoon,2
3010,Burglary,1.0,13,0,1,4,Connaught Place,70,1364.7484325149346,2.0,2.9,Completed,36.1631312792657,1.1719562649659685,69,46,Sunny,1,6,Evening,4
3011,Theft,1.0,55,1,0,0,Saket,100,1042.273223936193,1.5,2.5,Completed,40.97236387842321,3.770937221554992,35,40,Foggy,1,9,Afternoon,0
3012,Harassment,5.0,54,1,1,0,Dadar,19,1210.9427860275316,1.5,3.5,Completed,34.872745049386026,8.276795467798411,77,5,Sunny,0,5,Evening,1
3013,Harassment,6.0,31,1,1,8,Dwarka,26,786.7403039677583,1.0,2.9,Completed,16.601812820574658,6.267741344678381,54,43,Cloudy,2,7,Night,3
3014,Theft,1.0,17,1,0,4,Andheri,53,739.2156017479944,1.5,3.8,Completed,31.22556814912798,6.981684456585441,95,46,Foggy,2,4,Evening,1
3015,Assault,6.0,21,1,1,9,Karol Bagh,42,1409.352620972109,1.5,3.5,Completed,28.22112874731157,5.815881038486141,65,39,Rainy,2,0,Afternoon,4
3016,Harassment,5.0,16,1,1,1,Colaba,12,1096.848725195058,1.5,3.3,Completed,38.69872030286277,1.2808967765008084,73,15,Foggy,0,4,Evening,4
3017,Burglary,4.0,17,1,1,3,Bandra,12,716.044610382953,1.0,4.8,Cancelled,42.980455903195136,8.582532555778387,90,32,Cloudy,2,6,Morning,1
3018,Burglary,10.0,32,1,1,4,Andheri,107,532.2445474417692,2.0,4.3,Completed,36.002719736411585,2.764379852251974,23,11,Cloudy,4,5,Afternoon,1
3019,Fraud,5.0,1,1,1,8,Saket,104,185.03486502091624,1.0,3.4,Completed,27.93885162637696,1.4805948104264266,95,18,Rainy,2,1,Morning,2
3020,Burglary,8.0,48,1,0,1,Andheri,88,1240.4252210266595,1.2,3.2,Completed,27.88668904349052,3.725273877952608,90,25,Rainy,1,9,Evening,2
3021,Fraud,9.0,38,0,0,3,Saket,41,295.51935470402987,2.0,3.9,Completed,38.27254034779629,7.580629002799505,65,10,Rainy,0,1,Evening,3
3022,Theft,2.0,8,1,1,7,Saket,76,796.7729525001813,1.2,4.2,Completed,,8.859563906711468,98,40,Sunny,3,6,Evening,1
3023,Theft,,1,1,1,2,Connaught Place,82,974.0548970701363,1.2,2.2,Completed,15.365981692227132,6.679770429167788,89,37,Rainy,1,0,Evening,0
3024,Theft,3.0,2,0,1,1,Dwarka,88,1128.9132526330354,1.5,3.7,Completed,22.022946049391003,3.901886003168676,36,11,Foggy,0,0,Night,1
3025,Assault,2.0,47,1,1,2,Saket,103,170.8481592689148,2.0,1.5,Completed,36.14986487814335,7.417703983531826,23,35,Sunny,2,1,Morning,1
3026,Assault,1.0,37,0,1,6,Dadar,29,65.49490151901095,2.0,2.7,Completed,12.309183665885351,7.781938144427883,26,31,Rainy,2,1,Evening,1
3027,Fraud,4.0,24,0,0,8,Saket,86,1073.7123189746417,1.2,4.8,Completed,22.05132795366113,9.268833637922512,90,27,Rainy,4,8,Night,4
3028,Burglary,8.0,27,0,1,4,Colaba,58,708.8673484016607,1.2,2.3,Completed,21.148915968621424,1.6269338029767977,57,5,Sunny,2,0,Afternoon,1
3029,Burglary,3.0,20,0,1,9,Dadar,115,312.6462718525443,1.5,1.6,Completed,27.00081633302644,1.8323010977035603,55,45,Sunny,2,4,Evening,1
3030,Theft,5.0,47,0,0,1,Karol Bagh,25,1473.9397474814657,1.5,1.6,Completed,26.23007783567806,4.645810158216166,75,30,Rainy,2,4,Night,4
3031,Harassment,10.0,21,1,0,6,Andheri,105,,1.0,2.6,Completed,35.004181570521325,3.734867742960141,42,40,Sunny,2,5,Evening,3
3032,Assault,5.0,42,1,1,2,Colaba,115,888.8439386825492,2.0,1.9,Completed,31.89463762399796,7.836346387566743,47,39,Rainy,4,3,Morning,4
3033,Assault,5.0,37,0,1,6,Connaught Place,63,1068.055284698748,1.2,2.7,Cancelled,41.59694945003643,6.089071970214705,52,7,Rainy,4,2,Morning,3
3034,Theft,9.0,35,1,1,5,Juhu,35,274.7840118482738,1.0,3.9,Completed,16.32297519670199,1.4121265966501448,58,24,Rainy,2,8,Night,0
3035,Assault,8.0,38,1,1,0,Saket,10,1445.226532846964,1.5,4.6,Completed,25.12283308047236,5.578471860138189,41,46,Cloudy,4,8,Evening,0
3036,Theft,8.0,53,1,1,9,Saket,46,1494.7322646185532,1.2,1.4,Completed,24.003346311640065,3.212823688595601,80,25,Sunny,4,7,Morning,4
3037,Fraud,1.0,15,1,1,4,Dwarka,56,990.2459891212168,2.0,4.1,Completed,13.938147276079372,4.369393905146129,87,34,Foggy,1,0,Night,2
3038,Burglary,1.0,50,0,1,0,Dadar,51,1019.0532720919904,1.2,1.4,Completed,15.768967223765191,1.2736571027179215,78,42,Cloudy,3,1,Night,2
3039,Harassment,2.0,46,1,1,6,Juhu,88,1071.4648623163207,1.2,2.5,Completed,21.782071270572025,0.8327967855574732,99,46,Cloudy,3,2,Afternoon,3
3040,Burglary,8.0,42,1,1,5,Colaba,32,1015.3900239862128,1.0,5.0,Completed,35.718081411378535,9.669904540722188,80,34,Foggy,3,1,Morning,3
3041,Burglary,10.0,30,1,1,8,Juhu,109,685.8842012412075,1.2,1.3,Cancelled,15.255643088917076,7.54634246093699,32,30,Cloudy,4,9,Afternoon,0
3042,Fraud,1.0,4,1,1,3,Lajpat Nagar,40,833.9805439702869,1.0,1.1,Completed,19.28614425375557,6.705299016801161,98,10,Sunny,3,9,Afternoon,0
3043,Assault,4.0,43,0,1,8,Saket,44,459.952986360751,1.0,2.3,Completed,33.674711484777006,6.925187528421263,75,27,Sunny,1,7,Morning,2
3044,Harassment,9.0,52,1,0,4,Dadar,94,697.9294787540654,1.5,4.8,Completed,30.882891183776582,6.55767428394314,78,11,Foggy,3,5,Night,0
3045,Assault,2.0,39,0,1,4,Connaught Place,17,682.3497936944439,1.2,1.1,Completed,13.653785190830192,4.103125069193327,69,33,Sunny,2,7,Night,4
3046,Burglary,3.0,15,1,1,4,Andheri,53,467.80361235435913,1.0,1.9,Completed,43.02967652315895,5.229064295083952,88,48,Cloudy,4,3,Afternoon,4
3047,Theft,6.0,23,1,0,9,Dwarka,8,1190.721988256484,1.2,3.4,Completed,15.181012403591916,9.29005229358453,58,24,Cloudy,2,6,Night,0
3048,Burglary,10.0,41,1,1,4,Connaught Place,102,,2.0,1.9,Completed,12.149251948306038,4.022933236084317,60,15,Foggy,0,8,Evening,3
3049,Assault,,15,0,1,6,Karol Bagh,105,849.987154501871,1.2,1.2,Completed,20.648869819774333,2.316264477391522,88,10,Rainy,4,9,Night,1
3050,Burglary,4.0,26,1,1,0,Lajpat Nagar,68,276.3312586196355,1.5,1.2,Completed,10.926364150899524,1.0144310438838982,78,24,Sunny,2,3,Afternoon,4
3051,Theft,9.0,12,1,1,9,Connaught Place,102,,1.0,3.2,Completed,,2.97445000162102,80,31,Rainy,0,1,Morning,4
3052,Fraud,9.0,18,1,1,6,Bandra,84,1154.1102302450352,1.0,3.2,Completed,30.255626843243373,1.745551225153508,69,34,Cloudy,1,5,Night,0
3053,Assault,10.0,6,1,0,6,Dadar,27,694.5621767050403,2.0,3.8,Completed,41.25327684013193,6.684028230434058,74,20,Cloudy,2,3,Night,2
3054,Burglary,5.0,18,1,0,4,Connaught Place,62,858.7250065784426,1.5,1.5,Completed,24.089053820724,2.74730295535354,23,37,Cloudy,3,4,Afternoon,4
3055,Assault,7.0,57,0,1,2,Juhu,91,1067.474546969008,1.0,3.0,Completed,20.574987007538738,3.6565595849963706,35,19,Foggy,1,9,Evening,3
3056,Fraud,9.0,50,1,1,6,Lajpat Nagar,19,6140.145831946921,2.0,3.4,Completed,,1.4091936121291908,94,36,Cloudy,1,0,Evening,2
3057,Burglary,8.0,54,0,0,4,Dwarka,93,,1.0,1.9,Completed,12.151145537705029,4.637571371743392,46,25,Sunny,0,1,Night,1
3058,Burglary,7.0,24,0,1,3,Dwarka,97,174.32583920332982,1.0,3.2,Completed,26.565940334269115,9.570912707329729,42,39,Rainy,2,7,Evening,3
3059,Assault,8.0,38,1,1,8,Saket,104,894.294971826676,1.5,3.8,Completed,18.84108194037911,4.669999537247152,32,44,Rainy,3,6,Morning,0
3060,Assault,5.0,28,1,0,3,Colaba,83,1075.0898961415226,2.0,5.0,Completed,23.359890204625746,7.636256359749998,88,5,Sunny,4,4,Evening,2
3061,Theft,5.0,15,0,1,4,Karol Bagh,105,892.8160691831248,1.0,3.4,Completed,24.377787257663567,5.915203008896758,74,30,Rainy,4,0,Afternoon,4
3062,Fraud,5.0,19,1,0,5,Andheri,103,461.1117503833788,1.2,4.4,Completed,29.07981673153517,3.5178196169746663,93,40,Sunny,2,9,Morning,3
3063,Theft,1.0,5,1,0,5,Karol Bagh,50,430.3884706328644,2.0,4.3,Completed,25.863783465427503,9.443395497655674,98,31,Rainy,2,1,Morning,4
3064,Burglary,6.0,4,0,1,1,Lajpat Nagar,43,281.2570391488602,1.5,4.8,Completed,44.58173002933128,5.422887427780712,98,21,Rainy,0,4,Morning,0
3065,Assault,5.0,17,1,1,2,Colaba,51,118.13670493580862,1.5,3.9,Completed,10.89289165871107,7.834383945432231,79,19,Rainy,4,7,Afternoon,3
3066,Burglary,8.0,53,1,1,7,Karol Bagh,41,668.9731525279759,1.5,1.9,Completed,36.51806038568202,1.6635152541796578,64,26,Foggy,3,0,Night,0
3067,Burglary,8.0,10,1,1,8,Lajpat Nagar,45,282.7544658152028,1.0,2.2,Completed,,2.653142086016406,77,30,Cloudy,3,8,Afternoon,3
3068,Harassment,2.0,12,1,1,5,Bandra,96,1051.656666436803,1.5,4.1,Completed,25.087460365603427,4.8039076009964345,83,13,Cloudy,3,1,Night,3
3069,Harassment,6.0,5,1,1,0,Colaba,49,1444.5128637794858,2.0,3.1,Completed,17.064639659856127,7.810210259315838,53,37,Cloudy,0,6,Morning,4
3070,Burglary,10.0,7,1,1,1,Dadar,34,156.5482555982798,1.0,2.0,Cancelled,43.0855805189568,8.250152762124479,23,15,Sunny,3,3,Night,4
3071,Assault,10.0,44,1,1,2,Saket,75,1344.7858863229626,1.2,3.6,Completed,35.28716374766465,9.7893883863138,96,23,Rainy,3,2,Morning,4
3072,Burglary,6.0,23,1,0,1,Dwarka,72,1003.6883283213824,1.5,4.6,Completed,26.199650681488222,9.531996749964549,92,25,Cloudy,4,3,Evening,3
3073,Harassment,3.0,2,0,1,4,Andheri,11,1297.4045220287387,1.5,2.4,Completed,43.32847410805613,4.516865036442254,88,46,Sunny,3,9,Night,4
3074,Assault,1.0,30,1,1,9,Bandra,101,,1.5,3.4,Cancelled,,5.553166731563104,31,6,Cloudy,2,4,Morning,3
3075,Burglary,7.0,52,1,1,5,Karol Bagh,51,1364.3989414003331,1.2,3.3,Completed,43.31791326299903,0.7420606291115613,71,15,Rainy,2,0,Afternoon,3
3076,Fraud,10.0,49,1,1,3,Connaught Place,51,1438.914141114568,1.0,1.5,Completed,34.660120534912345,5.148107984079556,27,8,Cloudy,1,5,Evening,2
3077,Fraud,,45,0,1,9,Colaba,86,1364.7354579810462,1.5,1.4,Cancelled,12.719878355811582,0.8509923854855348,35,12,Cloudy,0,4,Morning,4
3078,Burglary,10.0,37,1,1,0,Dadar,83,1188.9744655927734,1.2,4.6,Cancelled,31.57068794746367,0.625282978654204,39,13,Cloudy,4,1,Afternoon,0
3079,Assault,5.0,5,1,1,9,Colaba,103,180.94117302714733,1.0,4.7,Completed,44.31223968721493,5.783490894818427,91,44,Foggy,1,4,Morning,1
3080,Burglary,8.0,20,1,1,6,Juhu,105,370.0600533983754,2.0,4.6,Completed,17.49637351554323,9.027095292441254,48,46,Foggy,1,0,Morning,4
3081,Burglary,5.0,26,0,1,7,Lajpat Nagar,64,1374.0460561059506,1.5,2.6,Cancelled,37.74588894225021,9.666932240036854,38,46,Cloudy,0,9,Night,3
3082,Harassment,5.0,44,1,1,3,Karol Bagh,9,382.665230978852,1.0,2.2,Completed,16.462122247451116,7.472431400170541,71,5,Foggy,0,4,Morning,0
3083,Fraud,1.0,44,1,1,8,Lajpat Nagar,52,554.1853468597754,1.5,4.8,Completed,25.828301458869177,7.600556388459236,61,29,Foggy,1,6,Evening,3
3084,Harassment,,39,1,1,3,Lajpat Nagar,91,123.19149710790788,1.2,4.5,Completed,12.963230236180609,4.697773236248419,56,9,Sunny,3,9,Evening,2
3085,Harassment,5.0,6,0,1,2,Juhu,78,960.7348566917942,1.0,4.3,Completed,21.920515006538857,5.88228770195433,86,18,Cloudy,2,1,Morning,0
3086,Burglary,7.0,29,1,1,0,Karol Bagh,93,866.7863372904626,1.2,2.3,Completed,37.16792686921599,6.049048485152371,38,38,Foggy,1,5,Afternoon,0
3087,Harassment,3.0,10,0,1,1,Bandra,26,1444.568918466102,1.5,3.6,Completed,11.584381678294571,1.163752783684212,71,13,Foggy,0,5,Morning,2
3088,Fraud,1.0,51,1,1,1,Saket,99,1343.899721165954,2.0,4.0,Completed,21.20688224294723,0.9334761000390274,82,38,Cloudy,1,0,Morning,3
3089,Harassment,2.0,16,0,0,1,Lajpat Nagar,27,783.6186417499204,1.2,3.3,Completed,32.041331032386,1.881452517762078,26,21,Foggy,2,6,Night,2
3090,Fraud,3.0,34,0,1,7,Lajpat Nagar,96,933.5390894261598,1.0,3.4,Completed,43.19950975257304,8.050307389017718,74,39,Foggy,4,1,Evening,2
3091,Harassment,9.0,31,1,0,1,Bandra,49,649.1353892247737,1.0,4.0,Completed,18.58731195035193,5.831524772530079,28,42,Foggy,2,9,Morning,1
3092,Fraud,8.0,36,1,1,0,Connaught Place,83,242.065749241325,1.5,4.1,Cancelled,16.060250337345842,6.116737976610906,27,39,Sunny,4,7,Morning,4
3093,Harassment,4.0,41,1,1,4,Bandra,108,1308.2963633859506,1.0,2.0,Completed,17.12847206973403,3.817626463623908,91,42,Foggy,0,9,Evening,2
3094,Harassment,8.0,58,1,1,5,Juhu,56,846.8309424580258,1.5,2.6,Completed,,8.75115578178523,66,30,Foggy,4,3,Night,0
3095,Assault,9.0,5,0,1,9,Saket,75,666.8185796345955,1.2,4.1,Completed,,9.653189240889786,43,38,Cloudy,3,1,Afternoon,0
3096,Fraud,3.0,33,0,1,2,Andheri,50,149.2748387499331,2.0,2.0,Completed,44.95337481238423,2.529863939751868,85,10,Foggy,1,2,Evening,3
3097,Fraud,6.0,43,1,1,5,Dwarka,42,1014.80594211435,1.2,4.7,Completed,28.325694839021335,3.492493025823634,48,42,Sunny,1,5,Evening,0
